"data","ano","mes","dia_semana","volume","faturamento_total","distancia_media"
"2024-06-13","2024","6","thursday","126548","2419081.75","4.11"
"2024-06-14","2024","6","friday","121195","2290237.87","4.62"
"2024-06-15","2024","6","saturday","113073","2148419.11","3.47"
"2024-06-16","2024","6","sunday","102566","2142916.0","6.28"
"2024-06-17","2024","6","monday","98868","1916237.5","3.6"
"2024-06-18","2024","6","tuesday","120181","2273787.08","4.72"
"2024-06-19","2024","6","wednesday","101463","1903274.31","3.94"
"2024-06-20","2024","6","thursday","122787","2435148.81","5.14"
"2024-06-21","2024","6","friday","116951","2279044.15","4.56"
"2024-06-22","2024","6","saturday","115533","2156975.59","3.6"
"2024-06-23","2024","6","sunday","100501","2023864.09","6.13"
"2024-06-24","2024","6","monday","107969","2269033.04","9.17"
"2024-06-25","2024","6","tuesday","124538","2533733.16","5.46"
"2024-06-26","2024","6","wednesday","130682","2653710.78","5.4"
"2024-06-27","2024","6","thursday","125369","2711579.78","4.97"
"2024-06-28","2024","6","friday","109980","2274852.87","4.42"
"2024-06-29","2024","6","saturday","107663","2099960.09","3.85"
"2024-06-30","2024","6","sunday","89684","1915217.39","5.97"
"2024-07-01","2024","7","monday","84251","1748059.46","6.24"
"2024-07-02","2024","7","tuesday","86546","1677279.49","6.9"
"2024-07-03","2024","7","wednesday","79212","1548082.73","4.61"
"2024-07-04","2024","7","thursday","60315","1241498.73","7.24"
"2024-07-05","2024","7","friday","72620","1432450.98","5.54"
"2024-07-06","2024","7","saturday","73742","1534681.57","4.0"
"2024-07-07","2024","7","sunday","74354","1685642.56","9.9"
"2024-07-08","2024","7","monday","89846","1896834.62","4.83"
"2024-07-09","2024","7","tuesday","108904","2158356.72","3.81"
"2024-07-10","2024","7","wednesday","117066","2269461.05","5.85"
"2024-07-11","2024","7","thursday","115854","2358165.48","4.05"
"2024-07-12","2024","7","friday","99827","1951152.24","7.29"
"2024-07-13","2024","7","saturday","98705","1902735.0","4.73"
"2024-07-14","2024","7","sunday","94134","1952909.4","8.13"
"2024-07-15","2024","7","monday","100407","2083573.04","4.73"
"2024-07-16","2024","7","tuesday","125264","2459596.93","4.17"
"2024-07-17","2024","7","wednesday","125895","2460673.32","3.13"
"2024-07-18","2024","7","thursday","118192","2462132.38","4.81"
"2024-07-19","2024","7","friday","103574","2089557.17","6.76"
"2024-07-20","2024","7","saturday","103574","2042356.17","5.36"
"2024-07-21","2024","7","sunday","90832","1928620.52","4.59"
"2024-07-22","2024","7","monday","92609","1888658.54","5.29"
"2024-07-23","2024","7","tuesday","107665","2155878.32","4.3"
"2024-07-24","2024","7","wednesday","112285","2211802.86","5.82"
"2024-07-25","2024","7","thursday","112100","2301562.73","4.16"
"2024-07-26","2024","7","friday","97261","1946832.63","8.83"
"2024-07-27","2024","7","saturday","94876","1853925.65","4.12"
"2024-07-28","2024","7","sunday","87080","1830495.1","5.61"
"2024-07-29","2024","7","monday","86552","1756808.57","4.12"
"2024-07-30","2024","7","tuesday","101059","1931862.41","4.01"
"2024-07-31","2024","7","wednesday","107940","2107102.48","4.01"
"2024-08-01","2024","8","thursday","115089","2258899.16","7.03"
"2024-08-02","2024","8","friday","104958","2045757.25","4.69"
"2024-08-03","2024","8","saturday","110773","2199344.72","5.37"
"2024-08-04","2024","8","sunday","85039","1828560.2","9.96"
"2024-08-05","2024","8","monday","92546","1907526.07","4.72"
"2024-08-06","2024","8","tuesday","116619","2275036.66","3.62"
"2024-08-07","2024","8","wednesday","108364","2213527.17","6.07"
"2024-08-08","2024","8","thursday","107344","2159975.68","5.72"
"2024-08-09","2024","8","friday","90128","1766717.17","3.55"
"2024-08-10","2024","8","saturday","93952","1858040.04","7.68"
"2024-08-11","2024","8","sunday","79759","1784595.07","5.68"
"2024-08-12","2024","8","monday","79241","1642991.13","6.71"
"2024-08-13","2024","8","tuesday","90423","1754974.9","3.6"
"2024-08-14","2024","8","wednesday","97958","1898457.15","3.4"
"2024-08-15","2024","8","thursday","99495","1986176.58","4.52"
"2024-08-16","2024","8","friday","92398","1838202.31","5.05"
"2024-08-17","2024","8","saturday","91775","1820612.0","5.82"
"2024-08-18","2024","8","sunday","81993","1711749.26","7.78"
"2024-08-19","2024","8","monday","82738","1838931.42","4.22"
"2024-08-20","2024","8","tuesday","91634","1887808.38","5.29"
"2024-08-21","2024","8","wednesday","92489","1851583.46","3.85"
"2024-08-22","2024","8","thursday","94114","1955258.64","3.7"
"2024-08-23","2024","8","friday","89428","1831070.5","3.77"
"2024-08-24","2024","8","saturday","88645","1775581.2","3.67"
"2024-08-25","2024","8","sunday","82441","1783111.9","5.51"
"2024-08-26","2024","8","monday","84205","1773815.32","4.81"
"2024-08-27","2024","8","tuesday","92727","1861239.15","6.04"
"2024-08-28","2024","8","wednesday","102347","2053007.19","5.24"
"2024-08-29","2024","8","thursday","98193","2067947.0","4.86"
"2024-08-30","2024","8","friday","91541","1944969.23","6.52"
"2024-08-31","2024","8","saturday","87894","1836588.85","6.57"
"2024-09-01","2024","9","sunday","87556","1894306.58","6.48"
"2024-09-02","2024","9","monday","78930","1859256.56","5.44"
"2024-09-03","2024","9","tuesday","101150","2189999.18","5.12"
"2024-09-04","2024","9","wednesday","115908","2407700.65","5.07"
"2024-09-05","2024","9","thursday","126826","2632245.56","5.11"
"2024-09-06","2024","9","friday","124442","2517672.94","4.86"
"2024-09-07","2024","9","saturday","122128","2444402.66","5.51"
"2024-09-08","2024","9","sunday","110071","2333662.53","6.3"
"2024-09-09","2024","9","monday","105598","2208519.07","6.74"
"2024-09-10","2024","9","tuesday","118570","2431223.74","5.49"
"2024-09-11","2024","9","wednesday","117376","2313625.93","4.1"
"2024-09-12","2024","9","thursday","134144","2722258.36","8.08"
"2024-09-13","2024","9","friday","124134","2455720.18","6.47"
"2024-09-14","2024","9","saturday","130330","2528193.88","5.99"
"2024-09-15","2024","9","sunday","110981","2430300.81","10.93"
"2024-09-16","2024","9","monday","104717","2174033.34","5.66"
"2024-09-17","2024","9","tuesday","124606","2444285.0","8.12"
"2024-09-18","2024","9","wednesday","131035","2622854.17","5.68"
"2024-09-19","2024","9","thursday","137751","2844679.83","5.43"
"2024-09-20","2024","9","friday","130105","2667347.19","5.4"
"2024-09-21","2024","9","saturday","134488","2717009.14","6.23"
"2024-09-22","2024","9","sunday","114138","2506352.85","4.72"
"2024-09-23","2024","9","monday","108629","2356116.0","10.18"
"2024-09-24","2024","9","tuesday","112919","2389306.4","4.44"
"2024-09-25","2024","9","wednesday","120483","2557985.14","7.23"
"2024-09-26","2024","9","thursday","128819","2768320.8","5.01"
"2024-09-27","2024","9","friday","120403","2436216.45","5.29"
"2024-09-28","2024","9","saturday","139370","2633730.15","5.07"
"2024-09-29","2024","9","sunday","116943","2373321.66","4.24"
"2024-09-30","2024","9","monday","102722","2151486.47","5.71"
"2024-10-01","2024","10","tuesday","116663","2269711.76","3.27"
"2024-10-02","2024","10","wednesday","111469","2196359.92","5.19"
"2024-10-03","2024","10","thursday","106178","2044901.71","7.15"
"2024-10-04","2024","10","friday","108478","2124245.15","6.13"
"2024-10-05","2024","10","saturday","119800","2325152.4","3.63"
"2024-10-06","2024","10","sunday","99780","2193451.36","5.03"
"2024-10-07","2024","10","monday","99726","2156381.92","4.61"
"2024-10-08","2024","10","tuesday","118961","2394672.29","4.98"
"2024-10-09","2024","10","wednesday","126606","2520829.34","3.96"
"2024-10-10","2024","10","thursday","139782","2799927.37","7.35"
"2024-10-11","2024","10","friday","123939","2481538.23","5.89"
"2024-10-12","2024","10","saturday","127207","2392091.84","3.77"
"2024-10-13","2024","10","sunday","107160","2274373.85","5.14"
"2024-10-14","2024","10","monday","99439","2076727.55","5.65"
"2024-10-15","2024","10","tuesday","125420","2595723.42","8.58"
"2024-10-16","2024","10","wednesday","131382","2709489.38","9.65"
"2024-10-17","2024","10","thursday","133054","2809045.87","5.41"
"2024-10-18","2024","10","friday","128742","2616751.27","7.61"
"2024-10-19","2024","10","saturday","132653","2610868.96","4.11"
"2024-10-20","2024","10","sunday","114360","2454579.52","5.92"
"2024-10-21","2024","10","monday","105194","2265288.81","5.71"
"2024-10-22","2024","10","tuesday","118416","2404029.07","4.27"
"2024-10-23","2024","10","wednesday","125306","2559472.98","3.51"
"2024-10-24","2024","10","thursday","134102","2774024.61","4.97"
"2024-10-25","2024","10","friday","131674","2680998.31","4.24"
"2024-10-26","2024","10","saturday","145549","2878732.59","4.84"
"2024-10-27","2024","10","sunday","117302","2490487.91","3.95"
"2024-10-28","2024","10","monday","108165","2287565.62","4.77"
"2024-10-29","2024","10","tuesday","124347","2509833.94","3.31"
"2024-10-30","2024","10","wednesday","128914","2622677.49","6.01"
"2024-10-31","2024","10","thursday","125452","2497115.98","5.48"
"2024-11-01","2024","11","friday","133515","2935877.99","6.56"
"2024-11-02","2024","11","saturday","135160","2477027.67","3.72"
"2024-11-03","2024","11","sunday","119504","2379910.03","5.62"
"2024-11-04","2024","11","monday","99826","2047487.98","6.67"
"2024-11-05","2024","11","tuesday","96150","1779370.95","6.31"
"2024-11-06","2024","11","wednesday","113241","2208200.89","3.69"
"2024-11-07","2024","11","thursday","127196","2526028.06","3.31"
"2024-11-08","2024","11","friday","126160","2502662.75","4.39"
"2024-11-09","2024","11","saturday","132773","2575056.22","5.28"
"2024-11-10","2024","11","sunday","111155","2310837.12","5.16"
"2024-11-11","2024","11","monday","98162","2104823.37","6.34"
"2024-11-12","2024","11","tuesday","124065","2478538.66","5.07"
"2024-11-13","2024","11","wednesday","130500","2629970.9","5.54"
"2024-11-14","2024","11","thursday","138371","2792263.98","5.79"
"2024-11-15","2024","11","friday","134513","2649792.24","7.66"
"2024-11-16","2024","11","saturday","146800","2759282.64","5.26"
"2024-11-17","2024","11","sunday","120532","2482145.63","8.37"
"2024-11-18","2024","11","monday","110196","2241794.0","9.1"
"2024-11-19","2024","11","tuesday","122559","2393758.32","5.61"
"2024-11-20","2024","11","wednesday","130134","2570654.17","3.22"
"2024-11-21","2024","11","thursday","149260","3025329.03","4.18"
"2024-11-22","2024","11","friday","145378","2801356.07","4.73"
"2024-11-23","2024","11","saturday","131807","2459386.98","4.41"
"2024-11-24","2024","11","sunday","105892","2061254.41","10.22"
"2024-11-25","2024","11","monday","101742","1955677.49","4.7"
"2024-11-26","2024","11","tuesday","111714","2198787.06","5.54"
"2024-11-27","2024","11","wednesday","104814","2101324.77","3.94"
"2024-11-28","2024","11","thursday","75360","1435046.47","10.12"
"2024-11-29","2024","11","friday","83989","1620583.64","4.09"
"2024-11-30","2024","11","saturday","99850","2051495.84","6.52"
"2024-12-01","2024","12","sunday","93420","2042271.98","4.67"
"2024-12-02","2024","12","monday","109584","2378568.19","5.03"
"2024-12-03","2024","12","tuesday","126536","2623994.35","3.45"
"2024-12-04","2024","12","wednesday","130898","2718612.85","5.22"
"2024-12-05","2024","12","thursday","144807","3042754.04","4.69"
"2024-12-06","2024","12","friday","143283","2946294.19","6.24"
"2024-12-07","2024","12","saturday","142688","2788754.62","4.3"
"2024-12-08","2024","12","sunday","115796","2496491.96","3.82"
"2024-12-09","2024","12","monday","115472","2451957.58","3.57"
"2024-12-10","2024","12","tuesday","135157","2812524.33","3.46"
"2024-12-11","2024","12","wednesday","139844","2980356.26","3.65"
"2024-12-12","2024","12","thursday","153252","3338731.62","5.05"
"2024-12-13","2024","12","friday","154966","3120996.15","4.17"
"2024-12-14","2024","12","saturday","156219","3033713.53","4.33"
"2024-12-15","2024","12","sunday","123103","2514328.71","7.03"
"2024-12-16","2024","12","monday","112941","2290580.09","6.45"
"2024-12-17","2024","12","tuesday","128052","2487469.41","7.32"
"2024-12-18","2024","12","wednesday","136947","2705110.38","5.31"
"2024-12-19","2024","12","thursday","140217","2763426.43","5.88"
"2024-12-20","2024","12","friday","134355","2587205.69","6.03"
"2024-12-21","2024","12","saturday","128113","2449058.14","5.13"
"2024-12-22","2024","12","sunday","102356","2016078.63","8.33"
"2024-12-23","2024","12","monday","91481","1845981.95","8.45"
"2024-12-24","2024","12","tuesday","77540","1374770.83","6.89"
"2024-12-25","2024","12","wednesday","53003","1047529.87","6.34"
"2024-12-26","2024","12","thursday","72372","1519012.41","4.67"
"2024-12-27","2024","12","friday","82239","1735736.0","4.68"
"2024-12-28","2024","12","saturday","85459","1716207.42","5.25"
"2024-12-29","2024","12","sunday","77082","1679596.03","5.13"
"2024-12-30","2024","12","monday","78837","1674339.1","4.58"
"2024-12-31","2024","12","tuesday","83824","1502174.62","7.4"
"2025-01-01","2025","1","wednesday","11","218.7","3.99"
"2025-01-06","2025","1","monday","1","33.1","7.45"
"2025-01-16","2025","1","thursday","1","14.2","1.54"
"2025-02-09","2025","2","sunday","1","29.6","4.02"
"2025-03-02","2025","3","sunday","1","28.2","2.71"
"2025-03-23","2025","3","sunday","1","11.4","2.19"
"2026-06-26","2026","6","friday","2","48.0","5.76"
