"ano","tipo_taxi","dia_semana","hora","volume","tarifa_media","distancia_media"
"2023","green","friday","9","6203","18.14","52.82"
"2023","yellow","friday","10","248227","19.5","3.43"
"2023","green","friday","10","5896","19.36","74.19"
"2023","yellow","friday","11","265211","19.73","4.19"
"2023","green","friday","11","5800","19.37","5.85"
"2023","green","friday","12","5546","18.92","42.45"
"2023","yellow","friday","12","283655","19.9","3.96"
"2023","yellow","friday","13","296884","20.59","4.05"
"2023","green","friday","13","5670","18.64","24.64"
"2023","yellow","friday","14","332320","21.33","4.26"
"2023","green","friday","14","7248","18.55","13.01"
"2023","yellow","friday","15","341506","21.2","4.94"
"2023","green","friday","15","8281","18.37","22.48"
"2023","yellow","friday","16","335363","21.07","4.07"
"2023","green","friday","16","8809","17.78","8.32"
"2023","yellow","friday","17","373918","19.29","3.77"
"2023","green","friday","17","9490","17.35","3.05"
"2023","yellow","friday","18","397684","17.86","3.12"
"2023","green","friday","18","9300","16.27","21.01"
"2023","yellow","friday","19","368372","17.92","3.74"
"2023","green","friday","19","7643","16.34","13.93"
"2023","green","friday","20","5795","17.28","7.55"
"2023","yellow","friday","20","300263","18.64","3.46"
"2023","yellow","friday","21","298838","18.84","3.56"
"2023","green","friday","21","4909","18.67","30.24"
"2023","yellow","friday","22","318521","19.1","3.51"
"2023","green","friday","22","4254","19.93","13.6"
"2023","green","friday","23","3605","19.08","9.64"
"2023","yellow","friday","23","301647","19.48","3.8"
"2023","green","saturday","0","2918","18.98","8.18"
"2023","yellow","saturday","0","257632","18.26","3.65"
"2023","yellow","saturday","1","209918","16.55","3.07"
"2023","green","saturday","1","2237","19.49","11.54"
"2023","green","saturday","2","1819","22.45","12.62"
"2023","yellow","saturday","2","154249","15.94","3.04"
"2023","yellow","saturday","3","99169","16.56","5.15"
"2023","green","saturday","3","1435","25.93","5.65"
"2023","green","saturday","4","1008","26.01","4.11"
"2023","yellow","saturday","4","50621","20.19","4.61"
"2023","yellow","saturday","5","23979","29.3","8.14"
"2023","green","saturday","5","719","25.28","206.33"
"2023","yellow","saturday","6","42211","27.77","10.03"
"2023","green","saturday","6","860","22.0","67.0"
"2023","yellow","saturday","7","66544","23.66","8.35"
"2023","green","saturday","7","1730","22.05","24.99"
"2023","yellow","saturday","8","108550","19.55","4.82"
"2023","green","saturday","8","2492","19.81","18.83"
"2023","yellow","saturday","9","167833","17.71","3.55"
"2023","green","saturday","9","3420","18.46","12.0"
"2023","yellow","saturday","10","220958","17.27","4.15"
"2023","green","saturday","10","4279","18.2","31.42"
"2023","green","saturday","11","5342","17.72","14.39"
"2023","yellow","saturday","11","260321","17.33","3.59"
"2023","green","saturday","12","5769","17.86","15.75"
"2023","yellow","saturday","12","291362","17.95","3.26"
"2023","yellow","saturday","13","304944","18.76","3.99"
"2023","green","saturday","13","5788","18.07","7.28"
"2023","yellow","saturday","14","305024","19.95","3.84"
"2023","green","saturday","14","6385","17.75","12.04"
"2023","yellow","saturday","15","318635","20.61","3.62"
"2023","green","saturday","15","6870","17.99","19.92"
"2023","green","saturday","16","6544","18.34","6.07"
"2023","yellow","saturday","16","327914","20.07","3.75"
"2023","yellow","saturday","17","339259","19.36","4.08"
"2023","green","saturday","17","6522","18.06","7.86"
"2023","yellow","saturday","18","345721","18.64","3.84"
"2023","green","saturday","18","6696","17.73","5.71"
"2023","yellow","saturday","19","338148","18.56","3.37"
"2023","green","saturday","19","5909","17.98","8.63"
"2023","green","saturday","20","5179","17.95","11.11"
"2023","yellow","saturday","20","279905","18.87","3.41"
"2023","green","saturday","21","4642","18.63","13.76"
"2023","yellow","saturday","21","282004","18.89","3.57"
"2023","yellow","saturday","22","307974","19.18","4.64"
"2023","green","saturday","22","4231","19.8","9.35"
"2023","green","saturday","23","3911","18.68","19.29"
"2023","yellow","saturday","23","305514","19.28","3.81"
"2023","green","sunday","0","3237","19.01","3.48"
"2023","yellow","sunday","0","267451","18.12","3.49"
"2023","green","sunday","1","2596","19.99","31.09"
"2023","yellow","sunday","1","225099","16.71","3.27"
"2023","yellow","sunday","2","162578","16.4","4.6"
"2023","green","sunday","2","2000","22.26","26.78"
"2023","yellow","sunday","3","112361","17.1","3.29"
"2023","green","sunday","3","1741","25.05","7.92"
"2023","yellow","sunday","4","61708","20.58","4.74"
"2023","green","sunday","4","1225","25.9","4.21"
"2023","yellow","sunday","5","27220","30.34","8.68"
"2023","green","sunday","5","754","27.74","19.01"
"2023","yellow","sunday","6","40436","30.28","10.16"
"2023","green","sunday","6","907","24.91","47.41"
"2023","green","sunday","7","1351","25.82","12.95"
"2023","yellow","sunday","7","61195","26.12","8.92"
"2023","green","sunday","8","1807","22.07","14.05"
"2023","yellow","sunday","8","93697","21.77","6.91"
"2023","green","sunday","9","2704","20.03","10.37"
"2023","yellow","sunday","9","149247","19.2","4.23"
"2023","green","sunday","10","3733","18.31","3.59"
"2023","yellow","sunday","10","206873","18.42","4.13"
"2023","green","sunday","11","4627","17.74","9.77"
"2023","yellow","sunday","11","244104","18.37","3.65"
"2023","green","sunday","12","5349","17.2","18.76"
"2023","yellow","sunday","12","278195","19.4","3.95"
"2023","yellow","sunday","13","286866","20.7","4.08"
"2023","green","sunday","13","5334","18.14","6.95"
"2023","green","sunday","14","5828","18.01","25.31"
"2023","yellow","sunday","14","296496","21.83","4.88"
"2023","yellow","sunday","15","290546","22.34","4.93"
"2023","green","sunday","15","6163","17.45","11.75"
"2023","yellow","sunday","16","293613","22.32","4.43"
"2023","green","sunday","16","6111","17.9","6.91"
"2023","green","sunday","17","6081","17.71","15.76"
"2023","yellow","sunday","17","292369","21.43","4.31"
"2023","green","sunday","18","6246","17.0","27.28"
"2023","yellow","sunday","18","282035","20.4","4.9"
"2023","green","sunday","19","5307","17.23","28.23"
"2023","yellow","sunday","19","247925","20.84","4.19"
"2023","green","sunday","20","4570","17.46","6.68"
"2023","yellow","sunday","20","230201","21.25","4.44"
"2023","green","sunday","21","3991","18.06","17.97"
"2023","yellow","sunday","21","216137","21.81","4.64"
"2023","yellow","sunday","22","180355","23.7","5.86"
"2023","green","sunday","22","2984","18.14","12.29"
"2023","green","sunday","23","2271","18.26","11.68"
"2023","yellow","sunday","23","134607","26.51","6.03"
"2024","green","monday","0","1253","18.95","3.2"
"2024","yellow","monday","0","85110","26.34","6.76"
"2024","yellow","monday","1","44055","25.38","13.57"
"2024","green","monday","1","774","18.18","3.2"
"2024","green","monday","2","521","20.56","3.63"
"2024","yellow","monday","2","26059","22.58","7.94"
"2024","yellow","monday","3","19256","24.08","6.75"
"2024","green","monday","3","347","21.8","83.94"
"2024","yellow","monday","4","23277","28.48","15.98"
"2024","green","monday","4","323","24.37","4.52"
"2024","yellow","monday","5","39707","27.96","28.98"
"2024","green","monday","5","496","23.84","4.69"
"2024","yellow","monday","6","92217","23.08","15.73"
"2024","green","monday","6","1562","16.94","3.18"
"2024","yellow","monday","7","176499","20.05","13.41"
"2024","green","monday","7","3698","16.1","20.04"
"2024","green","monday","8","4897","17.39","48.2"
"2024","yellow","monday","8","236739","19.28","6.63"
"2024","yellow","monday","9","240433","19.43","5.1"
"2024","green","monday","9","5221","17.33","2.82"
"2024","green","monday","10","4896","17.61","28.97"
"2024","yellow","monday","10","243272","19.97","4.93"
"2024","green","monday","11","4864","18.59","23.93"
"2024","yellow","monday","11","255074","20.09","3.48"
"2024","green","monday","12","4972","18.14","25.7"
"2024","yellow","monday","12","276344","20.29","4.03"
"2024","green","monday","13","4946","18.18","18.05"
"2024","yellow","monday","13","289766","21.11","4.0"
"2024","yellow","monday","14","318750","21.78","4.54"
"2024","green","monday","14","5919","18.41","16.8"
"2024","green","monday","15","6273","18.12","25.7"
"2024","yellow","monday","15","328648","21.48","4.88"
"2024","green","monday","16","6782","17.29","6.7"
"2024","yellow","monday","16","320645","21.72","5.41"
"2024","yellow","monday","17","349719","19.79","4.05"
"2024","green","monday","17","7402","16.62","27.5"
"2024","green","monday","18","7041","16.0","8.39"
"2024","yellow","monday","18","355815","18.33","3.92"
"2024","green","monday","19","5180","15.54","2.62"
"2024","yellow","monday","19","295967","18.85","3.76"
"2024","green","monday","20","3952","16.69","2.88"
"2024","yellow","monday","20","281977","19.23","3.77"
"2024","yellow","monday","21","277059","19.4","4.87"
"2024","green","monday","21","3128","19.03","3.34"
"2024","green","monday","22","2514","20.52","3.55"
"2024","yellow","monday","22","217446","20.91","4.76"
"2024","yellow","monday","23","139196","24.59","5.49"
"2024","green","monday","23","1734","19.71","3.49"
"2024","yellow","tuesday","0","74867","25.46","5.64"
"2024","green","tuesday","0","1048","20.49","20.46"
"2024","green","tuesday","1","608","16.91","3.11"
"2024","yellow","tuesday","1","31502","25.32","5.61"
"2024","yellow","tuesday","2","14964","21.48","4.56"
"2024","green","tuesday","2","341","15.4","168.83"
"2024","green","tuesday","3","202","19.65","3.77"
"2024","yellow","tuesday","3","9867","24.42","5.28"
"2024","green","tuesday","4","217","24.71","4.92"
"2024","yellow","tuesday","4","14248","29.73","28.01"
"2024","green","tuesday","5","369","22.1","128.78"
"2024","yellow","tuesday","5","35109","26.14","16.88"
"2024","green","tuesday","6","1636","16.75","90.34"
"2024","yellow","tuesday","6","92605","21.17","10.61"
"2024","green","tuesday","7","4132","15.66","29.15"
"2024","yellow","tuesday","7","199321","18.65","10.29"
"2024","yellow","tuesday","8","276832","18.53","8.0"
"2024","green","tuesday","8","5331","17.3","39.46"
"2024","green","tuesday","9","5644","17.77","35.92"
"2024","yellow","tuesday","9","279199","18.91","4.99"
"2024","yellow","tuesday","10","274035","19.54","4.84"
"2024","green","tuesday","10","5244","18.01","15.6"
"2024","yellow","tuesday","11","284431","19.8","3.32"
"2024","green","tuesday","11","4880","18.87","74.05"
"2024","yellow","tuesday","12","304090","20.02","3.46"
"2024","green","tuesday","12","5079","18.48","56.9"
"2024","yellow","tuesday","13","312484","20.43","4.19"
"2024","green","tuesday","13","5054","18.79","9.03"
"2024","green","tuesday","14","5833","18.69","21.73"
"2024","yellow","tuesday","14","339758","21.01","3.79"
"2024","yellow","tuesday","15","351730","20.85","3.77"
"2024","green","tuesday","15","6452","18.18","12.96"
"2024","yellow","tuesday","16","350885","20.99","4.38"
"2024","green","tuesday","16","7140","17.55","2.71"
"2024","green","tuesday","17","7801","16.88","25.29"
"2024","yellow","tuesday","17","400543","19.36","4.63"
"2024","yellow","tuesday","18","430735","17.83","3.61"
"2024","green","tuesday","18","7499","16.26","5.92"
"2024","yellow","tuesday","19","367785","17.92","3.74"
"2024","green","tuesday","19","5898","15.47","4.38"
"2024","yellow","tuesday","20","361696","18.09","3.76"
"2024","green","tuesday","20","4290","16.74","2.86"
"2024","green","tuesday","21","3821","20.4","3.51"
"2024","yellow","tuesday","21","383384","18.28","3.71"
"2024","yellow","tuesday","22","317629","19.02","4.36"
"2024","green","tuesday","22","3003","20.91","3.55"
"2024","green","tuesday","23","1971","19.94","3.51"
"2024","yellow","tuesday","23","191592","20.76","6.23"
"2024","green","wednesday","0","1236","20.93","42.81"
"2024","yellow","wednesday","0","90688","22.18","4.64"
"2024","yellow","wednesday","1","38765","21.13","4.43"
"2024","green","wednesday","1","685","17.12","3.17"
"2024","yellow","wednesday","2","19896","20.04","4.18"
"2024","green","wednesday","2","380","17.35","3.16"
"2024","yellow","wednesday","3","13130","22.6","4.79"
"2024","green","wednesday","3","272","18.54","3.52"
"2024","green","wednesday","4","274","21.95","376.8"
"2024","yellow","wednesday","4","15553","29.74","6.69"
"2024","green","wednesday","5","429","20.99","31.79"
"2024","yellow","wednesday","5","35091","26.6","22.01"
"2024","yellow","wednesday","6","94489","20.97","13.49"
"2024","green","wednesday","6","1643","15.59","16.9"
"2024","yellow","wednesday","7","204765","18.47","12.85"
"2024","green","wednesday","7","4020","16.14","15.75"
"2024","green","wednesday","8","5309","17.45","39.79"
"2024","yellow","wednesday","8","280806","18.36","5.81"
"2024","green","wednesday","9","5622","17.88","71.26"
"2024","yellow","wednesday","9","280614","18.62","3.82"
"2024","yellow","wednesday","10","273851","19.29","3.04"
"2024","green","wednesday","10","5250","18.31","11.69"
"2024","yellow","wednesday","11","290077","19.77","3.2"
"2024","green","wednesday","11","4993","18.63","18.78"
"2024","green","wednesday","12","5091","18.81","25.87"
"2024","yellow","wednesday","12","311240","20.21","3.62"
"2024","green","wednesday","13","5129","18.71","22.16"
"2024","yellow","wednesday","13","318606","20.73","4.55"
"2024","green","wednesday","14","6039","18.62","7.32"
"2024","yellow","wednesday","14","344040","21.32","5.03"
"2024","yellow","wednesday","15","358304","21.2","3.93"
"2024","green","wednesday","15","6540","18.83","11.78"
"2024","green","wednesday","16","7407","18.2","16.49"
"2024","yellow","wednesday","16","363361","21.26","4.37"
"2024","green","wednesday","17","8420","16.91","12.27"
"2024","yellow","wednesday","17","415767","19.66","4.6"
"2024","yellow","wednesday","18","445216","18.21","3.28"
"2024","green","wednesday","18","7821","16.03","2.51"
"2024","green","wednesday","19","5956","15.9","2.56"
"2024","yellow","wednesday","19","384621","18.24","3.91"
"2024","green","wednesday","20","4406","16.91","8.26"
"2024","yellow","wednesday","20","369758","18.25","3.62"
"2024","green","wednesday","21","3992","20.18","6.08"
"2024","yellow","wednesday","21","396397","18.37","4.26"
"2024","yellow","wednesday","22","347538","19.26","4.4"
"2024","green","wednesday","22","3172","20.91","17.19"
"2024","green","wednesday","23","2264","21.24","3.68"
"2024","yellow","wednesday","23","218993","20.71","5.04"
"2024","yellow","thursday","0","112415","21.71","5.52"
"2024","green","thursday","0","1372","20.99","3.65"
"2024","yellow","thursday","1","52311","20.97","4.34"
"2024","green","thursday","1","766","18.69","3.31"
"2024","yellow","thursday","2","27607","19.41","3.93"
"2024","green","thursday","2","406","16.81","2.97"
"2024","green","thursday","3","241","20.07","3.4"
"2024","yellow","thursday","3","18290","20.86","7.25"
"2024","yellow","thursday","4","19652","27.64","17.83"
"2024","green","thursday","4","255","24.16","164.69"
"2024","green","thursday","5","422","23.8","222.95"
"2024","yellow","thursday","5","39594","26.43","29.02"
"2024","green","thursday","6","1685","15.53","2.83"
"2024","yellow","thursday","6","99957","21.26","10.45"
"2024","yellow","thursday","7","207232","18.69","10.26"
"2024","green","thursday","7","4187","16.14","63.34"
"2024","green","thursday","8","5265","17.14","21.33"
"2024","yellow","thursday","8","282395","18.53","6.71"
"2024","green","thursday","9","5689","17.68","7.59"
"2024","yellow","thursday","9","284758","18.81","3.8"
"2024","green","thursday","10","5312","18.03","30.55"
"2024","yellow","thursday","10","280156","19.51","3.86"
"2024","yellow","thursday","11","291972","20.05","3.69"
"2024","green","thursday","11","5028","19.58","5.82"
"2024","green","thursday","12","5136","19.03","12.6"
"2024","yellow","thursday","12","311412","20.56","3.55"
"2024","green","thursday","13","5272","19.41","7.46"
"2024","yellow","thursday","13","321975","21.13","4.34"
"2024","green","thursday","14","6190","19.07","14.14"
"2024","yellow","thursday","14","353627","21.84","4.16"
"2024","green","thursday","15","6913","18.75","24.79"
"2024","yellow","thursday","15","369991","21.81","4.53"
"2024","yellow","thursday","16","375820","21.85","3.87"
"2024","green","thursday","16","7579","17.92","13.8"
"2024","green","thursday","17","8735","17.31","27.27"
"2024","yellow","thursday","17","429322","20.21","3.61"
"2024","green","thursday","18","8056","16.21","2.53"
"2024","yellow","thursday","18","462025","18.66","3.38"
"2024","green","thursday","19","6228","15.77","19.24"
"2024","yellow","thursday","19","402106","18.5","4.51"
"2024","green","thursday","20","4690","16.59","2.78"
"2024","yellow","thursday","20","383737","18.92","4.64"
"2024","green","thursday","21","3872","18.21","8.33"
"2024","yellow","thursday","21","404055","18.87","3.64"
"2024","green","thursday","22","3364","19.12","3.3"
"2024","yellow","thursday","22","383829","19.4","4.17"
"2024","yellow","thursday","23","288602","20.27","4.88"
"2024","green","thursday","23","2641","19.84","32.33"
"2024","green","friday","0","1544","20.17","24.21"
"2024","yellow","friday","0","175271","20.02","3.92"
"2024","yellow","friday","1","90320","18.49","3.81"
"2024","green","friday","1","1008","18.91","3.3"
"2024","green","friday","2","520","19.09","3.25"
"2024","yellow","friday","2","50697","16.91","3.24"
"2024","yellow","friday","3","31669","18.78","6.6"
"2024","green","friday","3","303","18.51","3.56"
"2024","yellow","friday","4","28362","25.1","10.58"
"2024","green","friday","4","297","25.45","4.95"
"2024","yellow","friday","5","40900","27.58","27.65"
"2024","green","friday","5","462","20.32","79.45"
"2024","yellow","friday","6","89292","22.92","11.74"
"2024","green","friday","6","1490","16.21","2.97"
"2024","yellow","friday","7","170890","19.79","15.19"
"2024","green","friday","7","3755","16.92","28.79"
"2024","green","friday","8","4530","16.79","30.94"
"2024","yellow","friday","8","223255","18.6","6.46"
"2024","green","friday","9","4755","17.86","56.26"
"2024","yellow","friday","9","236683","18.83","5.18"
"2024","green","friday","10","4663","18.24","19.18"
"2024","yellow","friday","10","254241","19.38","4.72"
"2024","green","friday","11","4524","18.85","47.62"
"2024","yellow","friday","11","274392","19.65","3.86"
"2024","green","friday","12","4474","18.48","47.23"
"2024","yellow","friday","12","297242","19.83","3.78"
"2024","green","friday","13","4679","18.6","34.79"
"2024","yellow","friday","13","311070","20.32","4.06"
"2024","yellow","friday","14","347864","21.13","5.56"
"2024","green","friday","14","5815","18.52","19.95"
"2024","green","friday","15","6763","17.96","15.74"
"2024","yellow","friday","15","364941","21.15","5.27"
"2024","green","friday","16","7407","17.57","15.21"
"2024","yellow","friday","16","357914","21.97","3.71"
"2024","green","friday","17","8119","17.18","10.62"
"2024","yellow","friday","17","392046","19.32","4.48"
"2024","green","friday","18","7735","16.63","2.6"
"2024","yellow","friday","18","423558","18.08","4.34"
"2024","yellow","friday","19","388306","18.1","4.86"
"2024","green","friday","19","6141","16.28","2.6"
"2024","green","friday","20","4582","17.34","2.88"
"2024","yellow","friday","20","319224","18.71","4.09"
"2024","yellow","friday","21","321754","18.87","4.94"
"2024","green","friday","21","4041","20.01","3.37"
"2024","green","friday","22","3563","22.32","16.72"
"2024","yellow","friday","22","345121","18.97","4.02"
"2024","yellow","friday","23","333155","19.08","3.93"
"2024","green","friday","23","3178","20.33","15.31"
"2024","yellow","saturday","0","292919","18.04","3.81"
"2024","green","saturday","0","2304","20.14","3.43"
"2024","yellow","saturday","1","229456","16.3","3.61"
"2024","green","saturday","1","1847","21.0","3.45"
"2024","green","saturday","2","1523","25.2","3.75"
"2024","yellow","saturday","2","165030","15.62","2.79"
"2024","green","saturday","3","1275","30.84","4.3"
"2024","yellow","saturday","3","102519","16.28","5.37"
"2024","yellow","saturday","4","55963","19.8","4.53"
"2024","green","saturday","4","910","31.49","4.35"
"2024","yellow","saturday","5","26617","28.07","8.28"
"2024","green","saturday","5","514","27.31","4.72"
"2024","green","saturday","6","699","22.31","4.19"
"2024","yellow","saturday","6","46476","25.64","9.23"
"2024","yellow","saturday","7","71104","22.65","11.22"
"2024","green","saturday","7","1392","22.58","4.31"
"2024","yellow","saturday","8","115799","19.33","6.17"
"2024","green","saturday","8","2031","20.32","11.37"
"2024","yellow","saturday","9","177827","17.55","4.19"
"2024","green","saturday","9","2875","18.23","12.79"
"2024","green","saturday","10","3655","17.85","64.59"
"2024","yellow","saturday","10","232676","17.16","4.19"
"2024","yellow","saturday","11","274980","17.54","5.01"
"2024","green","saturday","11","4289","17.8","93.69"
"2024","green","saturday","12","4684","17.59","2.91"
"2024","yellow","saturday","12","312182","18.09","5.41"
"2024","yellow","saturday","13","328345","19.11","3.31"
"2024","green","saturday","13","4782","18.03","26.32"
"2024","yellow","saturday","14","328412","19.96","5.55"
"2024","green","saturday","14","5077","18.06","12.05"
"2024","yellow","saturday","15","348526","20.16","5.86"
"2024","green","saturday","15","5425","17.91","2.86"
"2024","yellow","saturday","16","369629","20.11","4.94"
"2024","green","saturday","16","5567","18.11","7.28"
"2024","yellow","saturday","17","384636","19.63","5.2"
"2024","green","saturday","17","5635","17.81","2.83"
"2024","green","saturday","18","5711","18.31","2.91"
"2024","yellow","saturday","18","397796","19.06","4.07"
"2024","yellow","saturday","19","386266","18.9","5.04"
"2024","green","saturday","19","5072","18.38","11.96"
"2024","green","saturday","20","4130","17.69","2.87"
"2024","yellow","saturday","20","324995","19.09","5.05"
"2024","green","saturday","21","3982","19.01","3.18"
"2024","yellow","saturday","21","321483","18.85","5.29"
"2024","yellow","saturday","22","358306","19.08","4.81"
"2024","green","saturday","22","3384","21.23","29.4"
"2024","yellow","saturday","23","360239","19.45","3.87"
"2024","green","saturday","23","3235","19.53","10.05"
"2024","yellow","sunday","0","311664","18.36","4.05"
"2024","green","sunday","0","2468","20.41","3.33"
"2024","green","sunday","1","2011","20.93","3.39"
"2024","yellow","sunday","1","253010","16.67","3.48"
"2024","green","sunday","2","1772","25.83","30.52"
"2024","yellow","sunday","2","174838","16.04","3.48"
"2024","green","sunday","3","1458","30.05","4.17"
"2024","yellow","sunday","3","117569","16.75","4.34"
"2024","yellow","sunday","4","69990","20.35","8.69"
"2024","green","sunday","4","1085","32.23","4.57"
"2024","green","sunday","5","620","31.32","4.87"
"2024","yellow","sunday","5","32171","29.39","6.49"
"2024","green","sunday","6","706","26.07","4.86"
"2024","yellow","sunday","6","47331","28.23","19.38"
"2024","yellow","sunday","7","67972","25.12","11.19"
"2024","green","sunday","7","1089","27.08","21.19"
"2024","yellow","sunday","8","102274","21.54","10.97"
"2024","green","sunday","8","1503","23.29","45.1"
"2024","green","sunday","9","2234","20.14","14.22"
"2024","yellow","sunday","9","162449","18.98","7.54"
"2024","green","sunday","10","2901","18.08","9.9"
"2024","yellow","sunday","10","222647","18.28","6.27"
"2024","yellow","sunday","11","263569","18.32","6.34"
"2024","green","sunday","11","3580","17.59","3.06"
"2024","green","sunday","12","4137","17.14","14.93"
"2024","yellow","sunday","12","300665","19.37","5.42"
"2024","yellow","sunday","13","315338","20.65","5.7"
"2024","green","sunday","13","4323","17.6","2.95"
"2024","green","sunday","14","4934","17.92","3.01"
"2024","yellow","sunday","14","324870","21.79","7.5"
"2024","yellow","sunday","15","311924","22.32","5.75"
"2024","green","sunday","15","5161","17.38","11.1"
"2024","yellow","sunday","16","319623","22.41","5.51"
"2024","green","sunday","16","5309","18.65","11.11"
"2024","green","sunday","17","5295","18.21","18.13"
"2024","yellow","sunday","17","320411","21.47","4.5"
"2024","green","sunday","18","5285","16.92","48.43"
"2024","yellow","sunday","18","307974","20.83","3.99"
"2024","yellow","sunday","19","266850","21.27","4.67"
"2024","green","sunday","19","4477","17.41","2.88"
"2024","green","sunday","20","3874","16.84","13.46"
"2024","yellow","sunday","20","241732","21.4","5.86"
"2024","yellow","sunday","21","226036","21.87","5.39"
"2024","green","sunday","21","3264","18.11","15.83"
"2024","yellow","sunday","22","183889","23.58","5.2"
"2024","green","sunday","22","2489","19.8","23.92"
"2024","yellow","sunday","23","134731","26.32","6.78"
"2024","green","sunday","23","1875","19.35","3.33"
"2025","yellow","monday","13","1","33.1","7.45"
"2025","green","wednesday","0","1","6.5","1.06"
"2025","green","wednesday","1","1","12.1","2.16"
"2025","green","wednesday","2","1","65.3","17.32"
"2025","green","wednesday","10","1","20.0","0.01"
"2025","green","wednesday","11","2","15.95","3.25"
"2025","green","wednesday","12","1","13.5","2.2"
"2025","green","wednesday","13","1","13.5","2.56"
"2025","green","wednesday","15","2","11.4","2.02"
"2025","green","wednesday","22","1","33.1","8.07"
"2025","yellow","thursday","10","1","14.2","1.54"
"2025","yellow","sunday","3","1","29.6","4.02"
"2025","yellow","sunday","11","1","28.2","2.71"
"2025","yellow","sunday","20","1","11.4","2.19"
"2026","yellow","friday","23","2","24.0","5.76"
