"trip_distance","tip_amount","tipo_taxi","ano"
"4.2","4.95","yellow","2024"
"2.46","2.5","yellow","2024"
"1.2","3.05","yellow","2024"
"8.0","5.0","yellow","2024"
"0.8","2.45","yellow","2024"
"1.9","6.4","yellow","2024"
"8.71","10.44","yellow","2024"
"11.18","16.65","yellow","2024"
"2.31","3.74","yellow","2024"
"1.95","1.68","yellow","2024"
"1.18","2.0","yellow","2024"
"0.66","2.24","yellow","2024"
"0.74","2.2","yellow","2024"
"1.89","4.06","yellow","2024"
"2.55","6.3","yellow","2024"
"0.86","3.16","yellow","2024"
"1.2","3.15","yellow","2024"
"2.25","6.22","yellow","2024"
"3.26","6.58","yellow","2024"
"2.27","3.0","yellow","2024"
"0.63","2.86","yellow","2024"
"2.12","4.0","yellow","2024"
"0.9","1.89","yellow","2024"
"2.15","2.0","yellow","2024"
"1.36","3.0","yellow","2024"
"9.3","12.47","yellow","2024"
"0.7","2.6","yellow","2024"
"1.12","2.58","yellow","2024"
"1.08","3.0","yellow","2024"
"3.74","4.68","yellow","2024"
"0.76","2.38","yellow","2024"
"2.6","4.26","yellow","2024"
"3.18","7.0","yellow","2024"
"2.72","4.26","yellow","2024"
"1.35","2.66","yellow","2024"
"1.88","2.0","yellow","2024"
"1.62","3.64","yellow","2024"
"0.9","2.9","yellow","2024"
"9.14","10.37","yellow","2024"
"2.61","3.64","yellow","2024"
"1.64","4.42","yellow","2024"
"1.11","2.0","yellow","2024"
"1.7","3.5","yellow","2024"
"0.96","3.02","yellow","2024"
"1.7","3.55","yellow","2024"
"1.8","3.36","yellow","2024"
"9.44","11.57","yellow","2024"
"1.67","2.5","yellow","2024"
"1.4","3.3","yellow","2024"
"10.21","12.18","yellow","2024"
"1.66","3.36","yellow","2024"
"1.68","2.0","yellow","2024"
"10.96","10.63","yellow","2024"
"1.39","2.0","yellow","2024"
"2.1","4.05","yellow","2024"
"20.33","16.22","yellow","2024"
"2.13","3.7","yellow","2024"
"2.0","3.25","yellow","2024"
"2.1","4.14","yellow","2024"
"2.17","4.56","yellow","2024"
"2.4","3.35","yellow","2024"
"2.6","5.05","yellow","2024"
"1.0","4.1","yellow","2024"
"1.8","3.35","yellow","2024"
"0.8","4.0","yellow","2024"
"0.75","2.5","yellow","2024"
"1.4","2.0","yellow","2024"
"2.91","5.04","yellow","2024"
"2.4","3.5","yellow","2024"
"1.27","2.72","yellow","2024"
"0.8","2.52","yellow","2024"
"1.5","3.85","yellow","2024"
"0.6","2.0","yellow","2024"
"3.74","3.26","yellow","2024"
"0.99","1.37","yellow","2024"
"0.7","2.1","yellow","2024"
"1.35","2.5","yellow","2024"
"1.65","3.22","yellow","2024"
"1.69","4.42","yellow","2024"
"0.9","2.45","yellow","2024"
"1.2","4.0","yellow","2024"
"2.95","1.05","yellow","2024"
"0.64","4.74","yellow","2024"
"1.2","3.1","yellow","2024"
"6.43","5.73","yellow","2024"
"3.27","4.2","yellow","2024"
"2.8","1.92","yellow","2024"
"1.6","3.75","yellow","2024"
"3.7","5.8","yellow","2024"
"1.42","2.52","yellow","2024"
"1.4","3.05","yellow","2024"
"1.75","3.78","yellow","2024"
"2.68","4.12","yellow","2024"
"1.01","2.73","yellow","2024"
"1.1","2.0","yellow","2024"
"3.0","5.3","yellow","2024"
"1.12","3.08","yellow","2024"
"1.23","1.0","yellow","2024"
"19.09","14.8","yellow","2024"
"3.67","6.16","yellow","2024"
"5.94","6.44","yellow","2024"
"9.19","11.78","yellow","2024"
"1.08","1.5","yellow","2024"
"0.79","3.16","yellow","2024"
"1.57","4.0","yellow","2024"
"5.14","1.0","yellow","2024"
"1.12","2.72","yellow","2024"
